rank,company,domain,industry,revenue_usd,employees,city,state,careers_url,ats,ats_url,tier_recommendation,confidence
256,Consolidated Edison,conedison.com,Energy & Utilities,16600000000,15097,New York,New York,https://www.oru.com/en/about-us/careers,oracle_recruiting,https://ejcu.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1036,tier1_ats,high
257,Devon Energy,devonenergy.com,Energy & Utilities,16600000000,2300,Oklahoma City,Oklahoma,https://www.devonenergy.com/careers,workday,,tier1_ats,low
258,C.H. Robinson Worldwide,chrobinson.com,Transportation & Logistics,16500000000,13781,Eden Prairie,Minnesota,https://www.chrobinson.com/en-us/careers/,workday,https://chrobinson.wd5.myworkdayjobs.com/CHRobinson/page/3e8b8b1707d61001a64a805e2ac80000,tier1_ats,high
259,Republic Services,republicservices.com,Other,16500000000,42000,Phoenix,Arizona,https://jobs.republicservices.com/us/en,phenom,,tier1_ats,low
260,Guardian Life,guardianlife.com,Insurance,16500000000,7472,New York,New York,https://www.guardianlife.com/careers,workday,https://guardianlife.wd5.myworkdayjobs.com/Guardian-Life-Careers,tier1_ats,high
261,Fox,foxcorporation.com,Telecom & Media,16500000000,10200,New York,New York,https://www.foxcorporation.com/,custom,,tier2_llm_http,medium
262,Kinder Morgan,kindermorgan.com,Other,16399999999,10933,Houston,Texas,https://kindermorgan.com/Careers/charlestonjobs,custom,,tier2_llm_http,medium
263,Edward Jones,edwardjones.com,Banking & Financial Services,16300000000,55000,Des Peres,Missouri,https://careers.edwardjones.com,brassring,https://sjobs.brassring.com/TGnewUI/Search/Home/Home?partnerid=26235&#038;siteid=5374%23home,tier1_ats,high
264,EMCOR,emcorgroup.com,Other,16200000000,40400,Norwalk,Connecticut,https://emcorgroup.com/careers,icims,https://careers-emcorgroup.icims.com/jobs/search?hashed=-625856116,tier1_ats,high
265,Markel,mklgroup.com,Insurance,16200000000,22000,Glen Allen,Virginia,,custom,,tier2_llm_http,low
266,Land O'Lakes,landolakesinc.com,Retail & Consumer Goods,16200000000,9000,Arden Hills,Minnesota,https://careers.landolakesinc.com/us/en/,workday,http://landolakes.wd1.myworkdayjobs.com/LandOLakes/login,tier1_ats,high
267,Keurig Dr Pepper,keurigdrpepper.com,Retail & Consumer Goods,16200000000,29400,Burlington,Massachusetts,https://www.keurigdrpepper.com/join-keurig-dr-pepper-in-honoring-healthcare-heroes-during-national-hospital-week/,custom,,tier2_llm_http,medium
268,AECOM,aecom.com,Other,16100000000,51000,Dallas,Texas,https://aecom.com/careers/,custom,,tier2_llm_http,medium
269,Omnicom,omnicomgroup.com,Other,16100000000,74900,New York,New York,,custom,,tier2_llm_http,low
270,United Rentals,unitedrentals.com,Retail & Consumer Goods,16000000000,27900,Stamford,Connecticut,https://jobs.unitedrentals.com,workday,https://ur.wd1.myworkdayjobs.com/en-US/URcareers/introduceYourself,tier1_ats,high
271,IQVIA,iqvia.com,Healthcare & Pharma,15900000000,88000,Durham,North Carolina,https://jobs.iqvia.com/en,workday,https://iqvia.wd1.myworkdayjobs.com/IQVIA/login,tier1_ats,high
272,Ecolab,ecolab.com,Manufacturing & Industrial,15900000000,48000,St. Paul,Minnesota,https://ecolab.wd1.myworkdayjobs.com/en-US/Ecolab_External/login/ok,workday,https://ecolab.wd1.myworkdayjobs.com/en-US/Ecolab_External/login/ok,tier1_ats,high
273,Illinois Tool Works,itw.com,Manufacturing & Industrial,15900000000,44000,Glenview,Illinois,https://careers.itw.com/us/en,phenom,,tier1_ats,medium
274,Auto-Owners Insurance,auto-owners.com,Insurance,15800000000,7329,Lansing,Michigan,https://aoins.wd5.myworkdayjobs.com/AutoOwners,workday,https://aoins.wd5.myworkdayjobs.com/AutoOwners,tier1_ats,medium
275,Pacific Life,pacificlife.com,Insurance,15800000000,4334,Newport Beach,California,https://www.pacificlife.com/home/Careers.html,workday,https://pacificlife.wd1.myworkdayjobs.com/PacificLifeCareers,tier1_ats,high
276,Dominion Energy,dominionenergy.com,Energy & Utilities,15800000000,14700,Richmond,Virginia,https://www.dominionenergy.com/jobs,custom,,tier2_llm_http,medium
277,Principal Financial,principal.com,Insurance,15800000000,19700,Des Moines,Iowa,https://www.principal.com/about-us/careers,custom,,tier2_llm_http,medium
278,Kohl's,kohls.com,Retail & Consumer Goods,15800000000,60000,Menomonee Falls,Wisconsin,https://careers.kohls.com,workday,https://kohls.wd1.myworkdayjobs.com/kohlscareers/login,tier1_ats,high
279,PPG Industries,ppg.com,Manufacturing & Industrial,15700000000,46000,Pittsburgh,Pennsylvania,https://www.ppg.com/en-US/about-ppg/careers-at-ppg,custom,,tier2_llm_http,medium
280,Builders FirstSource,bldr.com,Manufacturing & Industrial,15700000000,29000,Irving,Texas,https://careers.bldr.com,icims,https://www.icims.com/legal/privacy-notice-website/,tier1_ats,low
281,Fluor,fluor.com,Other,15600000000,26866,Irving,Texas,https://www.fluor.com/careers,custom,,tier2_llm_http,medium
282,Whirlpool,whirlpoolcorp.com,Technology,15600000000,44000,Benton Harbor,Michigan,https://www.whirlpoolcareers.com/,eightfold,,tier1_ats,high
283,Farmers Insurance Exchange,farmers.com,Insurance,15500000000,9909,Woodland Hills,California,https://www.farmers.com/careers/,successfactors,,tier3_llm_browser,high
284,Tractor Supply,tractorsupply.com,Retail & Consumer Goods,15400000000,39000,Brentwood,Tennessee,https://www.tractorsupply.careers/,successfactors,https://performancemanager4.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,tier3_llm_browser,medium
285,Gap,gapinc.com,Retail & Consumer Goods,15300000000,82000,San Francisco,California,https://www.gapinc.com/en-us/,custom,,tier2_llm_http,medium
286,EchoStar,echostar.com,Telecom & Media,15200000000,13700,Englewood,Colorado,https://www.echostar.com/careers,icims,https://attract-careers1-dish.icims.com/jobs/login?_sp=9a0bd1b6-69d2-49e0-8935-e4681d3e7517.1710428470619&loginOnly=1,tier1_ats,high
287,Sonic Automotive,sonicautomotive.com,Retail & Consumer Goods,15200000000,10800,Charlotte,North Carolina,https://jobs.sonicautomotive.com,custom,,tier2_llm_http,medium
288,Stanley Black & Decker,stanleyblackanddecker.com,Manufacturing & Industrial,15200000000,48500,New Britain,Connecticut,https://www.stanleyblackanddecker.com/careers,workday,https://sbdinc.wd1.myworkdayjobs.com/Stanley_Black_Decker_Career_Site,tier1_ats,high
289,LPL Financial,lpl.com,Banking & Financial Services,15200000000,9000,San Diego,California,https://www.lpl.com/about-us/careers.html,phenom,https://career.lpl.com/,tier1_ats,medium
290,Kyndryl,kyndryl.com,Technology,15000000000,80000,New York,New York,https://www.kyndryl.com/us/en/careers,workday,https://kyndryl.wd5.myworkdayjobs.com/KyndrylEarlyCareers,tier1_ats,high
291,Kenvue,kenvue.com,Retail & Consumer Goods,15000000000,22000,Summit,New Jersey,https://www.kenvue.com/careers,workday,https://kenvue.wd5.myworkdayjobs.com/kenvue/login,tier1_ats,high
292,S&P Global,spglobal.com,Banking & Financial Services,15000000000,42350,New York,New York,https://careers.spglobal.com/jobs?,workday,https://spgi.wd5.myworkdayjobs.com/SPGI_Careers\,tier1_ats,low
293,Corning,corning.com,Technology,14900000000,56300,Corning,New York,https://www.corning.com/worldwide/en/careers.html,successfactors,,tier4_custom_build,high
294,Dick's Sporting Goods,dickssportinggoods.com,Retail & Consumer Goods,14900000000,37350,Coraopolis,Pennsylvania,,custom_js_only,,tier3_llm_browser,low
295,DTE Energy,dteenergy.com,Energy & Utilities,14800000000,9500,Detroit,Michigan,https://dteenergy.com/careers,successfactors,https://career4.successfactors.com/career?career_company=DTEENERGYCO&lang=en_US&company=DTEENERGYCO&site=&loginFlowRequired=true&_s.crb=WomrdVxLOsMgbT%2fsDuZnOIr3OzFd8eWV%2bs%2fXyBmB6Lo%3d,tier3_llm_browser,high
296,W.R. Berkley,berkley.com,Insurance,14700000000,8606,Greenwich,Connecticut,https://www.berkley.com/about-us/careers,icims,https://careers-berkley.icims.com/jobs/intro,tier1_ats,high
297,Diamondback Energy,diamondbackenergy.com,Energy & Utilities,14600000000,1983,Midland,Texas,https://www.diamondbackenergy.com/careers,workday,https://diamondbackenergy.wd12.myworkdayjobs.com/DBE,tier1_ats,high
298,Mutual of Omaha Insurance,mutualofomaha.com,Insurance,14600000000,6532,Omaha,Nebraska,https://www.mutualofomaha.com/careers/,pageup,https://secure.dc4.pageuppeople.com/apply/823/aw/applicationForm/default.asp,tier3_llm_browser,high
299,Nordstrom,nordstrom.com,Retail & Consumer Goods,14500000000,41000,Seattle,Washington,https://careers.nordstrom.com,workday,https://nordstrom.wd501.myworkdayjobs.com/nordstrom_careers,tier1_ats,high
300,Estée Lauder,elcompanies.com,Retail & Consumer Goods,14500000000,53010,New York,New York,https://www.elcompanies.com/en/careers,eightfold,,tier1_ats,high
301,Expedia,expediagroup.com,Technology,14400000000,16500,Seattle,Washington,https://careers.expediagroup.com,workday,https://expedia.wd108.myworkdayjobs.com/en-US/search/introduceYourself,tier1_ats,high
302,Otis Worldwide,otis.com,Manufacturing & Industrial,14300000000,72000,Farmington,Connecticut,https://www.otis.com/en/us/careers,workday,https://otis.wd5.myworkdayjobs.com/REC_Ext_Gateway,tier1_ats,high
303,FirstEnergy,firstenergycorp.com,Energy & Utilities,14300000000,12294,Akron,Ohio,https://www.firstenergycorp.com/careers.html,oracle_recruiting,https://fa-etjd-saasfaprod1.fa.ocs.oraclecloud.com/fscmUI/faces/FuseWelcome,tier1_ats,medium
304,Regeneron Pharmaceuticals,regeneron.com,Healthcare & Pharma,14300000000,15106,Tarrytown,New York,https://careers.regeneron.com/en/,beamery,https://flows.beamery.com/regeneron/talentcommunity,tier3_llm_browser,high
305,Textron,textron.com,Manufacturing & Industrial,14200000000,34000,Providence,Rhode Island,https://careers.textron.com,taleo,https://textron.taleo.net/careersection/textron/jobsearch.ftl?ftlcompclass=LoginComponent,tier1_ats,high
306,Xcel Energy,xcelenergy.com,Energy & Utilities,14200000000,11380,Minneapolis,Minnesota,https://jobs.xcelenergy.com/?&utm_source=CorpSite&utm_campaign=XECareers,paradox,https://cdn.sites.paradox.ai/common-libraries/font-awesome/css/all.css,tier3_llm_browser,high
307,BorgWarner,borgwarner.com,Manufacturing & Industrial,14200000000,38300,Auburn Hills,Michigan,https://www.borgwarner.com/careers,custom,,tier2_llm_http,medium
308,Alaska Air,alaskaair.com,Transportation & Logistics,14100000000,32074,Seattle,Washington,https://careers.alaskaair.com/jobs/?lid=vanity-careers,icims,https://employee-alaskaair.icims.com/jobs/login?loginOnly=1&redirect=&in_iframe=1&sso_connection=hs-11157-saml,tier1_ats,high
309,Viatris,viatris.com,Healthcare & Pharma,14100000000,32000,Canonsburg,Pennsylvania,https://www.viatris.com/en/careers,workday,https://viatris.wd5.myworkdayjobs.com/External,tier1_ats,high
310,CSX,csx.com,Transportation & Logistics,14100000000,23536,Jacksonville,Florida,https://www.csx.com/index.cfm/working-at-csx/,oracle_recruiting,https://fa-eowa-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CSXCareers,tier1_ats,high
311,LKQ,lkqcorp.com,Other,14100000000,47000,Antioch,Tennessee,https://lkqcorp.com/culture-and-careers/,workday,https://lkqcorp.wd5.myworkdayjobs.com/ExternalCareerSite-LKQ,tier1_ats,high
312,Fidelity National Financial,fnf.com,Insurance,14100000000,23533,Jacksonville,Florida,https://fnf.com/careers,icims,https://careers-fnf.icims.com/,tier1_ats,high
313,Raymond James Financial,raymondjames.com,Banking & Financial Services,14000000000,19000,St. Petersburg,Florida,https://www.raymondjames.com/careers,workday,https://raymondjames.wd1.myworkdayjobs.com/RaymondJamesCareers,tier1_ats,high
314,Reliance,reliance.com,Manufacturing & Industrial,13900000000,16050,Scottsdale,Arizona,https://careers.reliance.com,icims,https://www.icims.com/legal/privacy-notice-website/,tier1_ats,low
315,Labcorp,labcorp.com,Healthcare & Pharma,13800000000,65450,Burlington,North Carolina,https://careers.labcorp.com/global/en,phenom,,tier1_ats,medium
316,Western & Southern Financial,westernsouthern.com,Insurance,13800000000,2744,Cincinnati,Ohio,https://www.westernsouthern.com/careers,icims,https://careers-westernsouthern.icims.com/,tier1_ats,high
317,MasTec,mastec.com,Other,13800000000,32000,Coral Gables,Florida,https://www.mastec.com/careers,icims,https://careers-mastec.icims.com/,tier1_ats,high
318,Sempra,sempra.com,Energy & Utilities,13700000000,16773,San Diego,California,https://www.sempra.com/careers,adp,https://recruiting.adp.com/srccar/public/RTI.home?c=2168707&amp;d=SempraEnergy,tier1_ats,high
319,State Street,statestreet.com,Banking & Financial Services,13600000000,52626,Boston,Massachusetts,https://careers.statestreet.com/global/en,workday,https://statestreet.wd1.myworkdayjobs.com/en-US/Global/introduceYourself,tier1_ats,high
320,United States Steel,ussteel.com,Manufacturing & Industrial,13500000000,22053,Pittsburgh,Pennsylvania,https://www.ussteel.com,brassring,,tier1_ats,high
321,DaVita,davita.com,Healthcare & Pharma,13300000000,76000,Denver,Colorado,https://careers.davita.com/,phenom,https://careers.davita.com/,tier1_ats,medium
322,BrightSpring Health Services,brightspringhealth.com,Healthcare & Pharma,13300000000,37000,Louisville,Kentucky,https://www.brightspringhealth.com/careers/,icims,https://careers-brightspring.icims.com/,tier1_ats,high
323,Erie Insurance,erieinsurance.com,Insurance,13200000000,6747,Erie,Pennsylvania,https://www.erieinsurance.com/careers,custom,,tier2_llm_http,medium
324,Eversource Energy,eversource.com,Energy & Utilities,13200000000,10680,Springfield,Massachusetts,https://jobs.eversource.com,talentbrew,https://tbcdn.talentbrew.com/company/7774/FULL_v1_0/js/slick.css,tier1_ats,high
325,Unum,unum.com,Insurance,13100000000,10948,Chattanooga,Tennessee,https://careers.unum.com/global/en,workday,https://unum.wd1.myworkdayjobs.com/en-US/External,tier1_ats,high
326,Henry Schein,henryschein.com,Healthcare & Pharma,12900000000,25000,Melville,New York,https://www.henryschein.com/us-en/Corporate/Career/Default.aspx,workday,https://henryschein.wd1.myworkdayjobs.com/External_Careers?locationCountry=bc33aa3152ec42d4995f4791a106ed09,tier1_ats,medium
327,GXO Logistics,gxo.com,Transportation & Logistics,12900000000,128500,Greenwich,Connecticut,https://gxo.com/careers/,successfactors,,tier3_llm_browser,high
328,Alcoa,alcoa.com,Manufacturing & Industrial,12900000000,13900,Pittsburgh,Pennsylvania,https://www.alcoa.com/careers/en,workday,https://alcoa.wd5.myworkdayjobs.com/Careers,tier1_ats,high
329,DuPont,dupont.com,Manufacturing & Industrial,12800000000,24000,Wilmington,Delaware,https://careers.dupont.com/us/en,phenom,,tier1_ats,medium
330,Blackstone,blackstone.com,Banking & Financial Services,12800000000,4895,New York,New York,https://www.blackstone.com/careers/careers-blackstone/,workday,https://blackstone.wd1.myworkdayjobs.com/en-US/Blackstone_Careers,tier1_ats,high
331,Entergy,entergy.com,Energy & Utilities,12700000000,12267,New Orleans,Louisiana,https://jobs.entergy.com,successfactors,https://rmkcdn.successfactors.com/7c860e51/a3625b00-17c1-42c7-ad6e-4.css,tier3_llm_browser,high
332,DXC Technology,dxc.technology,Technology,12700000000,130000,Ashburn,Virginia,https://dxc.com,workday,https://dxctechnology.wd1.myworkdayjobs.com/DXCJobs/login,tier1_ats,high
333,Lumen Technologies,lumen.com,Telecom & Media,12700000000,25000,Monroe,Louisiana,https://jobs.lumen.com/global/en/,custom,,tier2_llm_http,medium
334,Ball,ball.com,Other,12700000000,16000,Westminster,Colorado,https://www.ball.com/careers,custom,,tier2_llm_http,medium
335,Ryder System,ryder.com,Transportation & Logistics,12700000000,50700,Coral Gables,Florida,https://www.ryder.com/en-us/careers,icims,https://warehouse-ryder.icims.com/,tier1_ats,high
336,Kellanova,kellanova.com,Retail & Consumer Goods,12700000000,24000,Chicago,Illinois,https://www.kellanovacareers.com,successfactors,,tier3_llm_browser,high
337,ServiceNow,servicenow.com,Technology,12700000000,26293,Santa Clara,California,https://careers.servicenow.com/,custom,,tier2_llm_http,medium
338,Community Health Systems,chs.net,Healthcare & Pharma,12600000000,52500,Franklin,Tennessee,https://www.chs.net/careers/,custom,,tier2_llm_http,medium
339,DoorDash,doordash.com,Technology,12600000000,23700,San Francisco,California,https://careersatdoordash.com/,greenhouse,,tier1_ats,high
340,Chewy,chewy.com,Technology,12600000000,18000,Plantation,Florida,https://careers.chewy.com/us/en/home,phenom,,tier1_ats,medium
341,Assurant,assurant.com,Insurance,12600000000,14200,Atlanta,Georgia,https://jobs.assurant.com/en/,workday,https://assurant.wd1.myworkdayjobs.com/Assurant_Careers,tier1_ats,high
342,KLA,kla.com,Technology,12500000000,15115,Milpitas,California,https://www.kla.com/careers,workday,https://kla.wd1.myworkdayjobs.com/Search,tier1_ats,high
343,Darden Restaurants,darden.com,Other,12400000000,191105,Orlando,Florida,,custom,,tier2_llm_http,low
344,Las Vegas Sands,sands.com,Other,12300000000,40100,Las Vegas,Nevada,https://www.sands.com/company/careers/,custom,,tier2_llm_http,low
345,Wayfair,wayfair.com,Technology,12200000000,12100,Boston,Massachusetts,https://www.aboutwayfair.com/careers,paradox,https://olivia.paradox.ai,tier3_llm_browser,low
346,Norfolk Southern,norfolksouthern.com,Transportation & Logistics,12200000000,19600,Atlanta,Georgia,,custom,,tier2_llm_http,low
347,Equitable,equitableholdings.com,Insurance,12200000000,10300,New York,New York,,custom,,tier2_llm_http,low
348,Crown,crowncork.com,Other,12100000000,23000,Tampa,Florida,https://www.crowncork.com/careers,workday,https://crownholdings.wd501.myworkdayjobs.com/CrownHoldings/,tier1_ats,high
349,Hormel Foods,hormelfoods.com,Retail & Consumer Goods,12100000000,20000,Austin,Minnesota,https://www.hormelfoods.com/careers/,oracle_recruiting,https://ekkh.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2002,tier1_ats,medium
350,AES,aes.com,Energy & Utilities,12100000000,9100,Arlington,Virginia,https://www.aes.com/about-us/careers,workday,,tier1_ats,low
351,Arthur J. Gallagher,ajg.com,Banking & Financial Services,12100000000,55977,Rolling Meadows,Illinois,https://www.ajg.com/careers,paradox,https://www.paradox.ai/,tier3_llm_browser,high
352,Cincinnati Financial,cinfin.com,Insurance,12100000000,5624,Fairfield,Ohio,https://www.cinfin.com/cincinnati-insurance-careers,taleo,https://cinfin.taleo.net/careersection/ex/jobsearch.ftl?lang=en,tier4_custom_build,high
353,J.B. Hunt Transport Services,jbhunt.com,Transportation & Logistics,12100000000,33646,Lowell,Arkansas,https://careers.jbhunt.com,workday,https://jbhunt.wd501.myworkdayjobs.com/Careers/login,tier1_ats,high
354,Air Products & Chemicals,airproducts.com,Manufacturing & Industrial,12000000000,22425,Allentown,Pennsylvania,https://www.airproducts.com/careers,workday,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001,tier1_ats,high
355,Jacobs Solutions,jacobs.com,Other,12000000000,44050,Dallas,Texas,https://www.jacobs.com/solutions/services/operations-facilities-management/careers,avature,https://jacobs.avature.net/careersInt/SearchJobs/%23OMFS?listFilterMode=1&amp;jobRecordsPerPage=6&amp;,tier4_custom_build,high
356,Huntington Ingalls Industries,hii.com,Manufacturing & Industrial,12000000000,44000,Newport News,Virginia,https://www.hii.com/careers,custom,,tier2_llm_http,medium
357,Hess,hess.com,Energy & Utilities,12000000000,1797,New York,New York,https://www.chevron.com/who-we-are/contact/jobs,custom,,tier2_llm_http,medium
358,Ulta Beauty,ulta.com,Retail & Consumer Goods,12000000000,39000,Bolingbrook,Illinois,https://careers.ulta.com/careers/,icims,https://fdcnmcareers-ulta.icims.com/jobs/login?loginOnly=1,tier1_ats,high
359,Airbnb,airbnb.com,Technology,11900000000,7300,San Francisco,California,https://careers.airbnb.com,custom,,tier2_llm_http,medium
360,Mosaic,mosaicco.com,Manufacturing & Industrial,11900000000,13765,Tampa,Florida,https://mosaicco.com/careers,workday,https://mosaicco.com/https://mosaic.wd5.myworkdayjobs.com/mosaic,tier1_ats,high
361,Chipotle Mexican Grill,chipotle.com,Other,11800000000,130504,Newport Beach,California,https://jobs.chipotle.com,talentbrew,https://tbcdn.talentbrew.com/company/282/css/59309-NewFull.css,tier1_ats,high
362,Vertex Pharmaceuticals,vrtx.com,Healthcare & Pharma,11700000000,6100,Boston,Massachusetts,https://www.vrtx.com/careers/,workday,https://vrtx.wd501.myworkdayjobs.com/vertex_careers,tier1_ats,high
363,Public Service Enterprise,pseg.com,Energy & Utilities,11700000000,13047,Newark,New Jersey,https://jobs.pseg.com,successfactors,https://rmkcdn.successfactors.com/e1f29830/7bab60a8-bb7c-4587-adc9-a.css,tier3_llm_browser,medium
364,Booz Allen Hamilton,boozallen.com,Technology,11700000000,34200,McLean,Virginia,https://www.boozallen.com/careers.html,workday,https://bah.wd1.myworkdayjobs.com/BAH_Jobs,tier1_ats,high
365,Avis Budget,avisbudgetgroup.com,Retail & Consumer Goods,11700000000,20500,Parsippany,New Jersey,https://www.avisbudgetgroup.jobs,paradox,https://cdn.sites.paradox.ai/common-libraries/magnific-popup/magnific-popup.css,tier3_llm_browser,medium
366,Owens Corning,owenscorning.com,Manufacturing & Industrial,11700000000,25000,Toledo,Ohio,https://careers.owenscorning.com/,successfactors,https://performancemanager8.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,tier3_llm_browser,medium
367,Graybar Electric,graybar.com,Other,11600000000,10000,St. Louis,Missouri,https://www.graybar.com/careers,workday,https://graybar.wd1.myworkdayjobs.com/Careers,tier1_ats,high
368,Andersons,andersonsinc.com,Retail & Consumer Goods,11600000000,2262,Maumee,Ohio,https://www.andersonsinc.com/careers/,workday,https://andersonsinc.wd1.myworkdayjobs.com/TheAndersonsCareers,tier1_ats,high
369,Williams,williams.com,Other,11600000000,5829,Tulsa,Oklahoma,https://www.williams.com/careers/,workday,https://williams.wd5.myworkdayjobs.com/External,tier1_ats,high
370,Berry Global,berryglobal.com,Other,11500000000,42000,Evansville,Indiana,https://www.amcor.com/careers,custom,,tier2_llm_http,medium
371,Yum China,yumchina.com,Other,11500000000,245500,Plano,Texas,,custom_js_only,,tier3_llm_browser,low
372,Hershey,thehersheycompany.com,Retail & Consumer Goods,11500000000,19285,Hershey,Pennsylvania,https://careers.thehersheycompany.com/,successfactors,https://performancemanager4.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,tier3_llm_browser,medium
373,Westlake,westlake.com,Manufacturing & Industrial,11500000000,15540,Houston,Texas,https://www.westlaketalent.com:443/,paradox,https://cdn.sites.paradox.ai/common-libraries/magnific-popup/magnific-popup.css,tier3_llm_browser,high
374,Conagra Brands,conagrabrands.com,Retail & Consumer Goods,11500000000,18500,Chicago,Illinois,https://careers.conagrabrands.com/us/en,phenom,,tier1_ats,medium
375,Caesars Entertainment,caesars.com,Other,11400000000,50000,Reno,Nevada,,custom,,tier2_llm_http,low
376,Motorola Solutions,motorolasolutions.com,Other,11300000000,21000,Chicago,Illinois,https://www.motorolasolutions.com/en_us/about/careers.html,workday,https://motorolasolutions.wd5.myworkdayjobs.com/Careers,tier1_ats,high
377,Oscar Health,hioscar.com,Healthcare & Pharma,11300000000,2400,New York,New York,https://www.hioscar.com/careers,custom,,tier2_llm_http,medium
378,Molson Coors Beverage,molsoncoors.com,Retail & Consumer Goods,11200000000,16800,Chicago,Illinois,https://www.molsoncoors.com/careers,custom,,tier2_llm_http,medium
379,Burlington Stores,burlingtoninvestors.com,Retail & Consumer Goods,11200000000,47295,Burlington,New Jersey,,custom,,tier2_llm_http,low
380,Expeditors International of Washington,expeditors.com,Transportation & Logistics,11200000000,18917,Bellevue,Washington,https://www.expeditors.com/careers,custom,,tier2_llm_http,medium
381,International Flavors & Fragrances,iff.com,Manufacturing & Industrial,11100000000,22400,New York,New York,https://www.iff.com/careers/,workday,https://iff.wd5.myworkdayjobs.com/IFF_Careers,tier1_ats,high
382,Baxter International,baxter.com,Healthcare & Pharma,11000000000,38000,Deerfield,Illinois,https://www.baxter.com/careers,custom,,tier2_llm_http,medium
383,Analog Devices,analog.com,Technology,11000000000,24000,Wilmington,Massachusetts,https://www.analog.com/en/careers.html,workday,https://analogdevices.wd1.myworkdayjobs.com/External,tier1_ats,high
384,Hilton,hilton.com,Other,11000000000,181000,McLean,Virginia,https://jobs.hilton.com/emea/en,phenom,https://jobs.hilton.com/emea/en,tier1_ats,high
385,Toll Brothers,tollbrothers.com,Other,11000000000,4900,Fort Washington,Pennsylvania,https://www.tollcareercenter.com/,icims,https://jobs-tollbrothers.icims.com/connect/login,tier1_ats,high
386,Thrivent Financial for Lutherans,thrivent.com,Insurance,10900000000,3983,Minneapolis,Minnesota,https://careers.thrivent.com/,workday,https://thrivent.wd5.myworkdayjobs.com/en-US/external/userHome,tier1_ats,high
387,Quest Diagnostics,questdiagnostics.com,Healthcare & Pharma,10900000000,50500,Secaucus,New Jersey,https://indiacareers.questdiagnostics.com,talentbrew,https://tbcdn.talentbrew.com/company/38852/gst-v1_0/slick/slick.min.css,tier1_ats,high
388,Interpublic,interpublic.com,Other,10800000000,53300,New York,New York,https://www.omc.com/,custom,,tier2_llm_http,medium
389,Westinghouse Air Brake Technologies,wabteccorp.com,Manufacturing & Industrial,10800000000,29500,Pittsburgh,Pennsylvania,https://careers.wabtec.com,smartrecruiters,https://jobs.smartrecruiters.com/my-applications/Wabtec?dcr_ci=Wabtec,tier1_ats,high
390,Owens & Minor,owens-minor.com,Healthcare & Pharma,10800000000,23200,Glen Allen,Virginia,https://www.owens-minor.com/about/careers/,workday,https://owensminor.wd1.myworkdayjobs.com/OMCareers,tier1_ats,high
391,Mohawk Industries,mohawkind.com,Other,10700000000,41900,Calhoun,Georgia,https://mohawkind.com/,custom,,tier2_llm_http,medium
392,Ebay,ebay.com,Technology,10700000000,11500,San Jose,California,https://jobs.ebayinc.com/us/en,phenom,,tier1_ats,medium
393,Delek US,delekus.com,Energy & Utilities,10700000000,1987,Brentwood,Tennessee,https://jobs.delekus.com/,successfactors,https://performancemanager4.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,tier3_llm_browser,medium
394,NVR,nvrinc.com,Other,10600000000,7000,Reston,Virginia,https://www.nvrcareers.com/,taleo,https://phg.tbe.taleo.net/phg01/ats/careers/v2/jobSearch?act=redirectCwsV2&cws=52&org=NVRINC&utm_source=nvr+careers+site&utm_medium=Job+Search+-+General&utm_campaign=ga4,tier4_custom_build,high
395,Cintas,cintas.com,Other,10600000000,46500,Cincinnati,Ohio,https://www.cintas.com/careers/,custom,,tier2_llm_http,medium
396,Ally Financial,ally.com,Banking & Financial Services,10500000000,10700,Detroit,Michigan,https://www.ally.com/about/careers/,avature,https://ally.avature.net/careers/SearchJobs/?667=%5B20867%2C20887%2C20871%5D&amp;667_format=613&amp;listFilterMode=1&amp;jobRecordsPerPage=6&amp;,tier1_ats,high
397,Lululemon athletica,lululemon.com,Retail & Consumer Goods,10500000000,39000,Sumner,Washington,https://shop.lululemon.com,custom,,tier2_llm_http,low
398,A-Mark Precious Metals,amark.com,Other,10500000000,486,El Segundo,California,,custom,,tier2_llm_http,low
399,Fidelity National Information,fisglobal.com,Banking & Financial Services,10500000000,50000,Jacksonville,Florida,https://www.fisglobal.com/careers,workday,https://fis.wd5.myworkdayjobs.com/en-US/SearchJobs/introduceYourself,tier1_ats,high
400,American Tower,americantower.com,Other,10500000000,4691,Boston,Massachusetts,https://careers.americantower.com,oracle_recruiting,https://hdsn.fa.us6.oraclecloud.com,tier1_ats,low
401,FM,fm.com,Insurance,10400000000,5845,Johnston,Rhode Island,https://careers.fm.com/careers-home/,icims,https://cookie-policy-scripts.icims.com/fm/careers.fm.com/script.js,tier1_ats,medium
402,Autoliv,autoliv.com,Manufacturing & Industrial,10400000000,62266,Auburn Hills,Michigan,https://www.autoliv.com/careers,custom,,tier2_llm_http,medium
